Geography,Total Population,Land Area in Square Miles,Population Per Square Mile (Land Area),Unnamed: 4,Geoid,geographic type
Fort Bragg city,6983,2.898925400426566,2408.823627876895,,1600000US0625058,Suburban
Hopland CDP,661,3.524712855812459,187.533006812164,,1600000US0634652,Rural
Laytonville CDP,1152,5.370156541265828,214.5188862089402,,1600000US0640928,Rural
Leggett CDP,77,2.703952296304076,28.47683374638237,,1600000US0641026,Rural
Little River CDP,94,1.672423964898679,56.2058437172029,,1600000US0641866,Rural
Manchester CDP,159,2.618112902453602,60.73076522062546,,1600000US0645386,Rural
Mendocino CDP,932,2.257382659687999,412.867528684222,,1600000US0646814,Rural
Philo CDP,319,2.067019615534898,154.3284822275138,,1600000US0656868,Rural
Point Arena city,460,1.364549951582787,337.1074832888533,,1600000US0657876,Rural
Potter Valley CDP,665,4.027158426988851,165.1288401130093,,1600000US0658506,Rural
Redwood Valley CDP,1843,2.745986467890971,671.1613555093368,,1600000US0660214,Rural
Talmage CDP,986,1.589828987624653,620.1924909377657,,1600000US0677784,Rural
Ukiah city,16607,4.784183556062808,3471.229689537016,,1600000US0681134,Suburban
Willits city,4988,2.817189114389719,1770.559162862781,,1600000US0685600,Rural
Merced County,281202,1938.004010829394,145.0987709151623,,0500000US06047,Urban
Atwater city,31970,6.567052434219772,4868.241927445237,,1600000US0603162,Suburban
Ballico CDP,347,3.022487362875812,114.80610448933,,1600000US0603708,Rural
Bear Creek CDP,273,0.05730180989255549,4764.247421013267,,1600000US0604632,Rural
Cressey CDP,366,1.758497336667197,208.1322458489836,,1600000US0617078,Rural
Delhi CDP,10656,3.5104811296423,3035.481350411302,,1600000US0618464,Suburban
Dos Palos city,5798,1.349192737572529,4297.384531161779,,1600000US0619612,Suburban
Dos Palos Y CDP,310,1.565385245028162,198.0343183791942,,1600000US0619654,Rural
El Nido CDP,331,3.291778958049226,100.5535317584499,,1600000US0622286,Rural
Franklin CDP,6919,2.025228302216072,3416.404951693101,,1600000US0625488,Suburban
Gustine city,6110,1.550975525755332,3939.456102651526,,1600000US0631568,Suburban
Hilmar-Irwin CDP,5164,3.927046380137669,1314.983196052543,,1600000US0633861,Suburban
Le Grand CDP,1592,1.140238487591448,1396.199143709679,,1600000US0641040,Rural
Livingston city,14172,3.674960656188369,3856.367816111276,,1600000US0642006,Suburban
Los Banos city,45532,9.99332429339441,4556.241613223406,,1600000US0644028,Suburban
McSwain CDP,4480,6.026684679620137,743.3606100464468,,1600000US0645006,Rural
Merced city,86333,23.2542116025248,3712.574800455781,,1600000US0646898,Urban
Planada CDP,4164,1.742010001590741,2390.342188734614,,1600000US0657582,Rural
Santa Nella CDP,2211,4.682993511939052,472.1339020357746,,1600000US0670028,Rural
Snelling CDP,238,0.5403565576365604,440.4499152207512,,1600000US0672408,Rural
South Dos Palos CDP,1747,1.538258864519836,1135.699614866398,,1600000US0672954,Rural
Stevinson CDP,275,1.130271646046237,243.3043427763298,,1600000US0674144,Rural
Tuttle CDP,102,1.758866064244313,57.99190857879433,,1600000US0680882,Rural
University of California-Merced CDP,0,0.6524740655169059,0.0,,1600000US0681312,Rural
Volta CDP,366,4.370054224189456,83.75182119573918,,1600000US0683108,Rural
Winton CDP,11709,3.040835324333549,3850.586681331133,,1600000US0686076,Suburban
Modoc County,8700,3948.233631198291,2.203517018662227,,0500000US06049,Suburban
Adin CDP,205,2.929627859279657,69.97475783508075,,1600000US0600310,Rural
Alturas city,2715,2.836167194597041,957.2778379117187,,1600000US0601444,Rural
California Pines CDP,473,7.427344837118937,63.68359223556348,,1600000US0609834,Rural
Canby CDP,183,2.290952699394746,79.87943184001455,,1600000US0610732,Rural
Cedarville CDP,437,5.442218651206106,80.29813353845162,,1600000US0612328,Rural
Daphnedale Park CDP,129,0.8272011298894049,155.9475626166602,,1600000US0617995,Rural
Eagleville CDP,45,0.9750261391172469,46.15260883235536,,1600000US0620424,Rural
Fort Bidwell CDP,180,3.204329518129041,56.17399801787527,,1600000US0625030,Rural
Lake City CDP,71,5.816828494958278,12.20596413690709,,1600000US0639472,Rural
Likely CDP,58,1.328953261559513,43.64337082249047,,1600000US0641390,Rural
Lookout CDP,68,5.464162382219532,12.44472532904092,,1600000US0643126,Rural
Newell CDP,301,2.406927368003249,125.0557054614012,,1600000US0651042,Rural
New Pine Creek CDP,87,2.266476910317731,38.38556642864881,,1600000US0651168,Rural
Mono County,13195,3048.903982952817,4.32778469698506,,0500000US06051,Suburban
Aspen Springs CDP,70,3.586088429753342,19.5198755890174,,1600000US0603026,Rural
Benton CDP,279,28.46837282643781,9.800349380731035,,1600000US0605346,Rural
Bridgeport CDP,553,21.73995323530457,25.43703723805424,,1600000US0608240,Rural
Chalfant CDP,660,28.03737700715216,23.5400051806429,,1600000US0612594,Rural
Coleville CDP,419,19.26539119100166,21.74884464301475,,1600000US0614484,Rural
Crowley Lake CDP,980,2.886371674308916,339.5266135414253,,1600000US0617372,Rural
June Lake CDP,611,10.30691841043279,59.28057016358432,,1600000US0637624,Rural
Lee Vining CDP,217,5.206080491492624,41.68202937980016,,1600000US0640998,Rural
McGee Creek CDP,45,4.009354483495676,11.22375189952408,,1600000US0644830,Rural
Mammoth Lakes town,7191,24.86592601973446,289.1909191032328,,1600000US0645358,Suburban
Mono City CDP,224,7.837217006410841,28.58157427780398,,1600000US0648602,Rural
Paradise CDP,174,4.352003175304287,39.98158847571018,,1600000US0655528,Rural
Sunny Slopes CDP,139,1.883792897882152,73.7873044092428,,1600000US0676040,Rural
Swall Meadows CDP,178,4.461655806899492,39.89550241072862,,1600000US0677430,Rural
Topaz CDP,150,12.17661471790603,12.31869476656932,,1600000US0679030,Rural
Twin Lakes CDP,45,4.169351749892278,10.79304474638357,,1600000US0681048,Rural
Virginia Lakes CDP,7,1.444609781975824,4.845599197331994,,1600000US0682929,Rural
Walker CDP,704,12.15182155284117,57.93370129233016,,1600000US0683262,Rural
Monterey County,439035,3281.722939256862,133.7818603600396,,0500000US06053,Urban
Aromas CDP,1365,2.072358636410671,658.6697765615428,,1550000US0602812053,Rural
Boronda CDP,1760,0.5738721569366344,3066.885156782985,,1600000US0607578,Rural
Bradley CDP,69,0.08598920149436985,802.4263372711721,,1600000US0607974,Rural
Carmel-by-the-Sea city,3220,1.06128483992976,3034.058227207986,,1600000US0611250,Rural
Carmel Valley Village CDP,4524,18.9831875668922,238.3161407460422,,1600000US0611324,Rural
Castroville CDP,7515,1.021734849736756,7355.137198203819,,1600000US0611978,Suburban
Chualar CDP,1185,0.6261457582042851,1892.53058808295,,1600000US0613364,Rural
Del Monte Forest CDP,4204,8.026278500132047,523.7794825996676,,1600000US0618590,Rural
Del Rey Oaks city,1592,1.054418784951899,1509.836530532434,,1600000US0618688,Rural
Elkhorn CDP,1588,4.803451599003547,330.5956076104573,,1600000US0622034,Rural
Fort Hunter Liggett CDP,250,2.779380058903748,89.94811601929885,,1600000US0625093,Rural
Gonzales city,8647,1.913355583114671,4519.285425202519,,1600000US0630392,Suburban
Greenfield city,18937,2.914459449232969,6497.602841921119,,1600000US0630994,Suburban
King City city,13332,3.796880139985205,3511.303888579414,,1600000US0638520,Suburban
Las Lomas CDP,3046,1.036948433737917,2937.465259501862,,1600000US0640592,Rural
Lockwood CDP,368,10.87152372906747,33.84990082080849,,1600000US0642146,Rural
Marina city,22359,8.907695325229307,2510.076869902869,,1600000US0645778,Suburban
Monterey city,30218,8.644987544343834,3495.435921104451,,1600000US0648872,Suburban
Moss Landing CDP,237,0.3976543520664961,595.9949860183315,,1600000US0649488,Rural
Pacific Grove city,15090,2.865673895014186,5265.777109619551,,1600000US0654848,Suburban
Pajaro CDP,2882,0.9268846033263475,3109.340676991777,,1600000US0655044,Rural
Pine Canyon CDP,1871,3.335637462412953,560.9122757143232,,1600000US0657070,Rural
Prunedale CDP,18885,46.06191804749675,409.9916113030016,,1600000US0658870,Suburban
Salinas city,163542,23.51487111137195,6954.832932123111,,1600000US0664224,Urban
San Ardo CDP,392,0.4492904986432369,872.486734493068,,1600000US0664476,Rural
Sand City city,325,0.5471052375532242,594.0356218366178,,1600000US0665112,Rural
San Lucas CDP,324,0.3941400500697301,822.0428244799758,,1600000US0668140,Rural
Seaside city,32366,8.923365282001306,3627.106924030465,,1600000US0670742,Suburban
Soledad city,24925,4.460217190195475,5588.29288734875,,1600000US0672520,Suburban
Spreckels CDP,692,0.1221538478170555,5664.987328408829,,1600000US0673612,Rural
Napa County,138019,748.2787426042129,184.4486447919882,,0500000US06055,Urban
American Canyon city,21837,6.086174144436191,3587.968316674404,,1600000US0601640,Suburban
Angwin CDP,2633,4.828999979922687,545.247465509858,,1600000US0602168,Rural
Calistoga city,5228,2.57678607005129,2028.883988765097,,1600000US0609892,Suburban
Deer Park CDP,1294,5.617669271054537,230.3446389532812,,1600000US0618324,Rural
Moskowite Corner CDP,237,2.833521236391829,83.64151182498031,,1600000US0649432,Rural
Napa city,79246,18.04652531208639,4391.205433154835,,1600000US0650258,Urban
Oakville CDP,49,1.359989312691796,36.02969489739254,,1600000US0653196,Rural
Rutherford CDP,115,1.679706624123355,68.46433677667903,,1600000US0663400,Rural
St. Helena city,5430,4.95483762859133,1095.898676611883,,1600000US0664140,Suburban
Silverado Resort CDP,948,1.890734628886311,501.3924141001189,,1600000US0671927,Rural
Yountville city,3436,1.48744009624755,2310.00899375255,,1600000US0686930,Rural
Nevada County,102241,957.7601525566914,106.7501082886701,,0500000US06057,Urban
Alta Sierra CDP,7204,8.320991448609028,865.7622164969597,,1600000US0601360,Suburban
Floriston CDP,80,0.9495213877438814,84.25297316375854,,1600000US0624526,Rural
Graniteville CDP,1,1.487651680239445,0.6722003633532313,,1600000US0630714,Rural
Grass Valley city,14016,5.248815052424954,2670.316987740805,,1600000US0630798,Suburban
Kingvale CDP,126,0.874014860300511,144.1623085866957,,1550000US0638604057,Rural
Lake of the Pines CDP,4301,2.526879275116332,1702.099519496036,,1600000US0639690,Rural
Lake Wildwood CDP,5158,3.058074400344712,1686.682312051852,,1600000US0639885,Suburban
Nevada City city,3152,2.185924027447232,1441.953133056034,,1600000US0650874,Rural
North San Juan CDP,245,2.422846746780294,101.1207169110382,,1600000US0652246,Rural
Penn Valley CDP,1593,2.121494771404346,750.8856592399219,,1600000US0656518,Rural
Rough and Ready CDP,905,3.172930530952267,285.2252802800537,,1600000US0663106,Rural
Soda Springs CDP,94,0.3367440312464768,279.1437747301823,,1600000US0672492,Rural
Truckee town,16729,32.33231775591238,517.4080041614365,,1600000US0680588,Suburban
Washington CDP,101,1.900769038312147,53.13638741174279,,1600000US0683570,Rural
Orange County,3186989,792.8413116199766,4019.706028547087,,0500000US06059,Urban
Aliso Viejo city,52176,6.925635562790252,7533.749000644634,,1600000US0600947,Urban
Anaheim city,346824,50.27301207573163,6898.810826722334,,1600000US0602000,Urban
Brea city,47325,12.16754556391767,3889.445061158451,,1600000US0608100,Suburban
Buena Park city,84034,10.52940669995382,7980.886520450249,,1600000US0608786,Urban
Costa Mesa city,111918,15.80621068514603,7080.634456250511,,1600000US0616532,Urban
Coto de Caza CDP,14710,7.799546561605691,1886.007075387169,,1600000US0616580,Suburban
Cypress city,50151,6.612908631236902,7583.803557046815,,1600000US0617750,Urban
Dana Point city,33107,6.48808372857326,5102.739327206599,,1600000US0617946,Suburban
Fountain Valley city,57047,9.07153855539099,6288.569425315222,,1600000US0625380,Urban
Fullerton city,143617,22.41934750276835,6405.940225613886,,1600000US0628000,Urban
Garden Grove city,171949,17.9560808775948,9576.087408614547,,1600000US0629000,Urban
Huntington Beach city,198711,26.99718068191822,7360.435237339053,,1600000US0636000,Urban
Irvine city,307670,65.61048004855621,4689.342308916248,,1600000US0636770,Urban
Ladera Ranch CDP,26170,4.945171946742611,5292.030344311526,,1600000US0639114,Suburban
Laguna Beach city,23032,8.894474414553272,2589.472848706462,,1600000US0639178,Suburban
Laguna Hills city,31374,6.548487869441866,4791.029719457057,,1600000US0639220,Suburban
Laguna Niguel city,64355,14.73586055224966,4367.237310085375,,1600000US0639248,Urban
Laguna Woods city,17644,3.34185254912378,5279.706312783365,,1600000US0639259,Suburban
La Habra city,63097,7.558977879434191,8347.292584579302,,1600000US0639290,Urban
Lake Forest city,85858,16.71394848161459,5136.907062651543,,1600000US0639496,Urban
La Palma city,15581,1.780570798011419,8750.564716326475,,1600000US0640256,Suburban
Las Flores CDP,5995,2.550727648158988,2350.309726060699,,1600000US0640526,Suburban
Los Alamitos city,11780,4.008895021907438,2938.46557109272,,1600000US0643224,Suburban
Midway City CDP,8825,0.6095622836862564,14477.60177455837,,1600000US0647430,Suburban
Mission Viejo city,93653,17.65939147208404,5303.297123688924,,1600000US0648256,Urban
Modjeska CDP,632,2.003862952260782,315.3908301398406,,1600000US0648410,Rural
Newport Beach city,85239,23.79398514587712,3582.375944063733,,1600000US0651182,Urban
North Tustin CDP,25718,6.580929332491116,3907.95869407472,,1600000US0652379,Suburban
Orange city,139911,25.66755791918727,5450.888644743734,,1600000US0653980,Urban
Placentia city,51824,6.611991252469124,7837.880907759414,,1600000US0657526,Urban
Rancho Mission Viejo CDP,10378,37.8064936980403,274.5031073997202,,1600000US0659503,Suburban
Rancho Santa Margarita city,47949,12.89570530828714,3718.214619031859,,1600000US0659587,Suburban
Rossmoor CDP,10625,1.55942189693543,6813.422346370928,,1600000US0663050,Suburban
San Clemente city,64293,18.35637423802736,3502.489062726211,,1600000US0665084,Urban
San Juan Capistrano city,35196,14.43043558502974,2439.011614903201,,1600000US0668028,Suburban
Santa Ana city,310227,27.33876411782603,11347.51368653563,,1600000US0669000,Urban
Seal Beach city,25242,11.26840780729486,2240.068023067023,,1600000US0670686,Suburban
Silverado CDP,932,5.719216459690161,162.9593855327678,,1600000US0671918,Rural
Stanton city,37962,3.100936374994788,12242.1086437363,,1600000US0673962,Suburban
Trabuco Canyon CDP,1020,7.282507100418998,140.0616554072861,,1600000US0680210,Rural
Tustin city,80276,11.16104476159735,7192.516624985834,,1600000US0680854,Urban
Villa Park city,5843,2.077377964685551,2812.680262970078,,1600000US0682744,Suburban
Westminster city,90911,10.03837739788756,9056.344107876537,,1600000US0684550,Urban
Williams Canyon CDP,93,0.5658327374489766,164.3595250767656,,1600000US0685587,Rural
Yorba Linda city,68336,19.95372604042953,3424.72377647864,,1600000US0686832,Urban
Placer County,404739,1407.074559418808,287.6457379537708,,0500000US06061,Urban
Alta CDP,615,2.383524942972709,258.0212142579796,,1600000US0601276,Rural
Auburn city,13776,7.177071090676868,1919.445944724617,,1600000US0603204,Suburban
Carnelian Bay CDP,518,1.298902929279981,398.7980843858302,,1600000US0611418,Rural
Cedar Flat CDP,797,1.079744384916069,738.137665853157,,1600000US0612216,Rural
Colfax city,1995,1.405993386841947,1418.925592872839,,1600000US0614498,Rural
Dollar Point CDP,1261,1.635112981218446,771.2005313910076,,1600000US0619455,Rural
Dutch Flat CDP,183,0.5926081510802367,308.8043923567676,,1600000US0620298,Rural
Foresthill CDP,1692,11.18503444803605,151.2735618169771,,1600000US0624834,Rural
Granite Bay CDP,21247,21.54844732871349,986.0107169618753,,1600000US0630693,Suburban
Kings Beach CDP,3563,2.858665368333753,1246.385827270432,,1600000US0638548,Rural
Kingvale CDP,2,0.08750851355295855,22.85491912497904,,1550000US0638604061,Rural
Lincoln city,49757,24.16994750554829,2058.63086746788,,1600000US0641474,Suburban
Loomis town,6836,7.266454516391581,940.7614104759664,,1600000US0643140,Suburban
Meadow Vista CDP,3263,5.281226785606728,617.8488696779443,,1600000US0646632,Rural
Newcastle CDP,1321,2.391897568637384,552.2811751309849,,1600000US0651000,Rural
North Auburn CDP,13452,7.788329907320034,1727.199561404922,,1600000US0651637,Suburban
Penryn CDP,1150,1.902989125818344,604.3124389927688,,1600000US0656546,Rural
Rocklin city,71601,19.80980259367997,3614.422691059186,,1600000US0662364,Urban
Roseville city,147773,44.07830538210988,3352.510917082053,,1600000US0662938,Urban
Sheridan CDP,1385,25.5326059425758,54.24436515077777,,1600000US0671414,Rural
Sunnyside-Tahoe City CDP,1555,3.481203001712749,446.684665971775,,1600000US0676015,Rural
Tahoe Vista CDP,1392,2.715668952906345,512.5808867499343,,1600000US0677700,Rural
Tahoma CDP,362,1.314116127178968,275.470327555534,,1550000US0677728061,Rural
Plumas County,19790,2553.062319979861,7.751475490874859,,0500000US06063,Suburban
Almanor CDP,3,0.883305636937314,3.39633290511074,,1600000US0601094,Rural
Beckwourth CDP,478,11.68259852941404,40.91555477118454,,1600000US0604772,Rural
Belden CDP,15,0.6095229012644074,24.60941167080626,,1600000US0604856,Rural
Blairsden CDP,38,0.541588995779131,70.16390712542659,,1600000US0606994,Rural
Bucks Lake CDP,22,10.34169115841463,2.127311642071176,,1600000US0608744,Rural
Canyondam CDP,30,0.7666433203551523,39.13162640757415,,1600000US0610914,Rural
Caribou CDP,1,0.1620849208567762,6.16960538163593,,1600000US0611166,Rural
Chester CDP,2187,7.287509054096003,300.1025431002078,,1600000US0612930,Rural
Chilcoot-Vinton CDP,446,13.20772683116679,33.76811208326603,,1600000US0613077,Rural
Clio CDP,77,0.5849185401631204,131.6422624909897,,1600000US0614106,Rural
Crescent Mills CDP,206,4.241548995593802,48.56716266014999,,1600000US0617050,Rural
C-Road CDP,140,2.660744760207383,52.61684701733216,,1600000US0617267,Rural
Cromberg CDP,272,9.029041061194105,30.1250152875069,,1600000US0617288,Rural
Delleker CDP,802,2.766076522362266,289.9413640643178,,1600000US0618485,Rural
East Quincy CDP,2463,12.11142947380451,203.3616267449814,,1600000US0621026,Rural
East Shore CDP,181,1.182869187038704,153.0177656019013,,1600000US0621138,Rural
Gold Mountain CDP,73,6.087893457421425,11.99101142465127,,1600000US0630339,Rural
Graeagle CDP,724,11.06825012316659,65.41232732757088,,1600000US0630560,Rural
Greenhorn CDP,247,6.710997888793307,36.80525669848075,,1600000US0631029,Rural
Greenville CDP,1026,7.992916569497619,128.3636568803179,,1600000US0631162,Rural
Hamilton Branch CDP,505,1.085404256699259,465.2644366217224,,1600000US0631883,Rural
Indian Falls CDP,79,1.841723204895158,42.89461075911088,,1600000US0636364,Rural
Iron Horse CDP,269,7.743555568597229,34.73856390866325,,1600000US0636735,Rural
Johnsville CDP,22,13.76026220970908,1.59880674253991,,1600000US0637512,Rural
Keddie CDP,51,0.6572520799324166,77.59579856368684,,1600000US0637904,Rural
Lake Almanor Country Club CDP,451,2.743187227122288,164.4072980294228,,1600000US0639411,Rural
Lake Almanor Peninsula CDP,366,3.036025263437514,120.5523565326329,,1600000US0639420,Rural
Lake Almanor West CDP,211,2.285885108347992,92.30560154989135,,1600000US0639425,Rural
Lake Davis CDP,72,5.436551829583767,13.24368869403614,,1600000US0639483,Rural
La Porte CDP,65,4.457072774082351,14.5835626418244,,1600000US0640312,Rural
Little Grass Valley CDP,25,9.999205401723868,2.500198665354948,,1600000US0641789,Rural
Mabie CDP,181,3.641198337598476,49.70890987481258,,1600000US0644672,Rural
Meadow Valley CDP,453,8.519785805957403,53.17035079488064,,1600000US0646618,Rural
Mohawk Vista CDP,107,11.96838054848131,8.940223747612826,,1600000US0648448,Rural
Paxton CDP,0,0.3335270279244537,0.0,,1600000US0656182,Rural
Plumas Eureka CDP,334,3.97469061632718,84.03169761892897,,1600000US0657828,Rural
Portola city,2100,5.406755938637554,388.4029580460734,,1600000US0658352,Rural
Prattville CDP,24,0.6027950708651932,39.81452596411039,,1600000US0658618,Rural
Quincy CDP,1630,4.223760110085452,385.9120682796124,,1600000US0659080,Rural
Spring Garden CDP,19,0.6535061166306562,29.07394363492742,,1600000US0673654,Rural
Taylorsville CDP,123,3.24705326820047,37.88049959160882,,1600000US0678008,Rural
Tobin CDP,19,5.16128453104802,3.681254130770034,,1600000US0678792,Rural
Twain CDP,75,7.190262271485428,10.43077389505374,,1600000US0680952,Rural
Valley Ranch CDP,128,1.137231137750445,112.5540760809597,,1600000US0681869,Rural
Warner Valley CDP,8,17.39749257525517,0.4598363796044133,,1600000US0683494,Rural
Whitehawk CDP,144,2.584482244705381,55.71715584233598,,1600000US0685086,Rural
Riverside County,2418185,7209.269373448835,335.4271944541264,,0500000US06065,Urban
Aguanga CDP,989,13.59933327876423,72.7241534365772,,1600000US0600464,Rural
Anza CDP,3075,27.595063374811,111.4329747402169,,1600000US0602294,Rural
Banning city,29505,23.23709685141398,1269.736929215605,,1600000US0603820,Suburban
Beaumont city,53036,30.31743892249694,1749.356208338721,,1600000US0604758,Urban
Bermuda Dunes CDP,8244,2.947144542754638,2797.283906643579,,1600000US0606028,Suburban
Blythe city,18317,26.58292934175757,689.0512239833139,,1600000US0607218,Suburban
Cabazon CDP,2629,4.893026917499232,537.2952252924966,,1600000US0609360,Rural
Calimesa city,10026,14.8576456724896,674.8040854523896,,1600000US0609864,Suburban
Canyon Lake city,11082,3.919301170507353,2827.54489075547,,1600000US0610928,Suburban
Cathedral City city,51493,22.49428182678839,2289.159547146649,,1600000US0612048,Urban
Cherry Valley CDP,6509,8.020408588765662,811.5546643243687,,1600000US0612916,Suburban
Coachella city,41941,30.07571309210699,1394.513901351417,,1600000US0614260,Suburban
Corona city,157136,39.94066574825829,3934.235873543302,,1600000US0616350,Urban
Coronita CDP,2639,0.6021684270351831,4382.49479965812,,1600000US0616420,Rural
Desert Center CDP,256,30.4245463685546,8.414258569343525,,1600000US0618982,Rural
Desert Edge CDP,4180,2.26756069912293,1843.39056573735,,1600000US0618986,Rural
Desert Hot Springs city,32512,30.27128619900942,1074.021096634602,,1600000US0618996,Suburban
Desert Palms CDP,6686,2.67071430446782,2503.450102774017,,1600000US0619022,Suburban
East Hemet CDP,19432,5.194817118843794,3740.65141379317,,1600000US0620697,Suburban
Eastvale city,69757,12.67330698057288,5504.246058817294,,1600000US0621230,Urban
El Cerrito CDP,5058,2.610339893466688,1937.678695659312,,1600000US0621810,Suburban
El Sobrante CDP,14039,7.228492950546489,1942.175235702294,,1600000US0622457,Suburban
French Valley CDP,35280,10.87294690168449,3244.750509591311,,1600000US0626067,Suburban
Garnet CDP,7118,7.884159308846218,902.822954378082,,1600000US0629112,Suburban
Good Hope CDP,9468,11.23425359499735,842.7796221563069,,1600000US0630410,Suburban
Green Acres CDP,2918,1.400340464897907,2083.778961720384,,1600000US0630944,Rural
Hemet city,89833,29.28205574697643,3067.851546224717,,1600000US0633182,Urban
Highgrove CDP,7515,3.219122636861638,2334.487016414654,,1600000US0633574,Suburban
Home Gardens CDP,11203,1.509661048622619,7420.871069185607,,1600000US0634302,Suburban
Homeland CDP,6772,4.269549897528483,1586.115670862662,,1600000US0634316,Suburban
Idyllwild-Pine Cove CDP,4163,13.72265354125193,303.3669827402934,,1600000US0636203,Rural
Indian Wells city,4757,14.31877097500066,332.2212505741808,,1600000US0636434,Rural
Indio city,89137,33.22681417828963,2682.682712874773,,1600000US0636448,Urban
Indio Hills CDP,1048,21.86148623082424,47.9381863124357,,1600000US0636452,Rural
Jurupa Valley city,105053,42.94097424389611,2446.451247317307,,1600000US0637692,Urban
Lake Elsinore city,70265,38.23691113626781,1837.622284645097,,1600000US0639486,Urban
Lakeland Village CDP,12364,8.77512521293535,1408.982743833024,,1600000US0639598,Suburban
Lake Mathews CDP,5972,15.92743981825398,374.9504043428035,,1600000US0639645,Suburban
Lake Riverside CDP,1375,7.292926453713299,188.5388545636435,,1600000US0639715,Rural
Lakeview CDP,1977,3.259784601318616,606.4817899932049,,1600000US0639836,Rural
La Quinta city,37558,35.25802590591153,1065.23263951947,,1600000US0640354,Suburban
March ARB CDP,809,11.9225888305274,67.85439064446992,,1600000US0645680,Rural
Meadowbrook CDP,3142,6.716727258967995,467.7873432786608,,1600000US0646520,Rural
Mead Valley CDP,19819,19.07953743415028,1038.756839278827,,1600000US0646646,Suburban
Mecca CDP,8219,6.958862743765608,1181.083792371582,,1600000US0646660,Suburban
Menifee city,102527,46.47491455558868,2206.071834244416,,1600000US0646842,Urban
Mesa Verde CDP,766,4.301130738829678,178.0927031779615,,1600000US0647066,Rural
Moreno Valley city,208634,51.32726020352218,4064.779596119629,,1600000US0649270,Urban
Mountain Center CDP,66,1.884436916310037,35.02372482133084,,1600000US0649544,Rural
Murrieta city,110949,33.61203410981054,3300.871337852673,,1600000US0650076,Urban
Norco city,26316,13.85630087861411,1899.20818193377,,1600000US0651560,Suburban
North Shore CDP,3585,11.17856530609408,320.7030510476697,,1600000US0652302,Rural
Nuevo CDP,6733,6.771472686359937,994.3184166662247,,1600000US0652624,Suburban
Oasis CDP,4468,19.62646120368125,227.6518397092368,,1600000US0653224,Rural
Palm Desert city,51163,26.81230221916086,1908.19123183825,,1600000US0655184,Urban
Palm Springs city,44575,94.54695156888758,471.458881120269,,1600000US0655254,Suburban
Perris city,78700,31.53398780226009,2495.719871952238,,1600000US0656700,Urban
Rancho Mirage city,16999,25.35292982052426,670.4944998600752,,1600000US0659500,Suburban
Ripley CDP,538,1.700724868223328,316.3357048821335,,1600000US0661012,Rural
Riverside city,314998,81.23119064644315,3877.796170328481,,1600000US0662000,Urban
Romoland CDP,2005,2.644297193654951,758.2354981925032,,1600000US0662756,Rural
Sage CDP,3370,68.26260276109387,49.36817325577753,,1600000US0664056,Rural
San Jacinto city,53898,25.95727161670247,2076.412374762792,,1600000US0667112,Urban
Sky Valley CDP,2411,24.31889336939013,99.14102436234595,,1600000US0672156,Rural
Temecula city,110003,37.26737305346588,2951.724014520247,,1600000US0678120,Urban
Temescal Valley CDP,26232,19.34149424630539,1356.255088978497,,1600000US0678138,Suburban
Thermal CDP,2676,9.383529576198809,285.180536627458,,1600000US0678456,Rural
Thousand Palms CDP,7967,23.64111648393738,336.9976204555765,,1600000US0678596,Suburban
Valle Vista CDP,16194,6.861793568155528,2360.024363768932,,1600000US0681708,Suburban
Vista Santa Rosa CDP,2607,16.0733586410439,162.1938549509455,,1600000US0683085,Rural
Warm Springs CDP,1586,1.413900373283583,1121.719768923139,,1600000US0683460,Rural
Whitewater CDP,984,9.876954256158715,99.62585372777572,,1600000US0685208,Rural
Wildomar city,36875,23.70405461338045,1555.641032787059,,1600000US0685446,Suburban
Winchester CDP,3068,8.009974949690887,383.0224213270976,,1600000US0685894,Rural
Woodcrest CDP,15378,11.3753071442802,1351.875584979914,,1600000US0686244,Suburban
Sacramento County,1585055,965.2710429546391,1642.08282385457,,0500000US06067,Urban
Antelope CDP,48733,6.836220090595014,7128.64702338136,,1600000US0602210,Suburban
Arden-Arcade CDP,94659,15.90130494813103,5952.907658130648,,1600000US0602553,Urban
Carmichael CDP,79793,15.33384633442317,5203.717205700148,,1600000US0611390,Urban
Citrus Heights city,87583,14.2164399989498,6160.684391202716,,1600000US0613588,Urban
Clay CDP,1252,6.755555238093767,185.3289560775289,,1600000US0613854,Rural
Courtland CDP,326,1.800040386287504,181.1070476437249,,1600000US0616714,Rural
Elk Grove city,176124,41.99267911666,4194.159641748728,,1600000US0622020,Urban
Elverta CDP,5435,8.841825135869355,614.6920931461754,,1600000US0622524,Suburban
Fair Oaks CDP,32514,10.87643224601813,2989.399397206138,,1600000US0623294,Suburban
Florin CDP,52388,8.713463151180623,6012.305221363304,,1600000US0624498,Urban
Folsom city,80454,27.88074191849537,2885.647743348927,,1600000US0624638,Urban
Foothill Farms CDP,35834,4.20043104446816,8531.02922548682,,1600000US0624722,Suburban
Franklin CDP,167,2.105922884584793,79.3001496979914,,1600000US0625506,Rural
Freeport CDP,58,0.05077089160258658,1142.386871083531,,1600000US0625590,Rural
Fruitridge Pocket CDP,6102,0.591587683031736,10314.61637052483,,1600000US0627130,Suburban
Galt city,25383,7.14626824525828,3551.923763405079,,1600000US0628112,Suburban
Gold River CDP,7844,2.658116176600046,2950.962064432088,,1600000US0630345,Suburban
Herald CDP,1160,7.878884380931495,147.2289659190121,,1600000US0633294,Rural
